Using GATK jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -Xmx8G -XX:+UseParallelGC -XX:ParallelGCThreads=4 -jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar VariantRecalibrator -R /export/home/andrew/genome/hg38_v0_20231023/Homo_sapiens_assembly38.fasta -V genotype.raw.vcf.gz -O recalibrate_SNP.recal --max-gaussians 6 --tranches-file recalibrate_SNP.tranches --rscript-file vqsr_snp_plots.R -tranche 100.0 -tranche 99.9 -tranche 99.0 -tranche 90.0 -resource:hapmap,known=false,training=true,truth=true,prior=15.0 /export/home/andrew/genome/hg38_v0_20231023/hapmap_3.3.hg38.vcf.gz -resource:omni,known=false,training=true,truth=true,prior=12.0 /export/home/andrew/genome/hg38_v0_20231023/1000G_omni2.5.hg38.vcf.gz -resource:1000G,known=false,training=true,truth=false,prior=10.0 /export/home/andrew/genome/hg38_v0_20231023/1000G_phase1.snps.high_confidence.hg38.vcf.gz -resource:dbsnp,known=true,training=false,truth=false,prior=7.0 /export/home/andrew/genome/hg38_v0_20231023/Homo_sapiens_assembly38.dbsnp138.vcf -tranche 100.0 -tranche 99.95 -tranche 99.9 -tranche 99.8 -tranche 99.6 -tranche 99.5 -tranche 99.4 -tranche 99.3 -tranche 99.0 -tranche 98.0 -tranche 97.0 -tranche 90.0 -an QD -an MQRankSum -an ReadPosRankSum -an FS -an MQ -an SOR -an DP -mode SNP
03:45:05.771 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
03:45:28.597 INFO  VariantRecalibrator - ------------------------------------------------------------
03:45:28.612 INFO  VariantRecalibrator - The Genome Analysis Toolkit (GATK) v4.5.0.0
03:45:28.612 INFO  VariantRecalibrator - For support and documentation go to https://software.broadinstitute.org/gatk/
03:45:28.614 INFO  VariantRecalibrator - Executing as andrew@compute-0-4 on Linux v5.15.0-102-generic amd64
03:45:28.614 INFO  VariantRecalibrator - Java runtime: OpenJDK 64-Bit Server VM v19.0.2+7-Ubuntu-0ubuntu322.04
03:45:28.614 INFO  VariantRecalibrator - Start Date/Time: May 2, 2024 at 3:45:05 AM UTC
03:45:28.614 INFO  VariantRecalibrator - ------------------------------------------------------------
03:45:28.614 INFO  VariantRecalibrator - ------------------------------------------------------------
03:45:28.615 INFO  VariantRecalibrator - HTSJDK Version: 4.1.0
03:45:28.616 INFO  VariantRecalibrator - Picard Version: 3.1.1
03:45:28.616 INFO  VariantRecalibrator - Built for Spark Version: 3.5.0
03:45:28.616 INFO  VariantRecalibrator - HTSJDK Defaults.COMPRESSION_LEVEL : 2
03:45:28.616 INFO  VariantRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
03:45:28.617 INFO  VariantRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
03:45:28.617 INFO  VariantRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
03:45:28.617 INFO  VariantRecalibrator - Deflater: IntelDeflater
03:45:28.617 INFO  VariantRecalibrator - Inflater: IntelInflater
03:45:28.617 INFO  VariantRecalibrator - GCS max retries/reopens: 20
03:45:28.618 INFO  VariantRecalibrator - Requester pays: disabled
03:45:28.618 INFO  VariantRecalibrator - Initializing engine
03:45:29.153 INFO  FeatureManager - Using codec VCFCodec to read file file:///export/home/andrew/genome/hg38_v0_20231023/hapmap_3.3.hg38.vcf.gz
03:45:29.568 INFO  FeatureManager - Using codec VCFCodec to read file file:///export/home/andrew/genome/hg38_v0_20231023/1000G_omni2.5.hg38.vcf.gz
03:45:29.878 INFO  FeatureManager - Using codec VCFCodec to read file file:///export/home/andrew/genome/hg38_v0_20231023/1000G_phase1.snps.high_confidence.hg38.vcf.gz
03:45:30.064 INFO  FeatureManager - Using codec VCFCodec to read file file:///export/home/andrew/genome/hg38_v0_20231023/Homo_sapiens_assembly38.dbsnp138.vcf
03:45:30.517 INFO  FeatureManager - Using codec VCFCodec to read file file:///data3/andrew/genomes/analysis/APH_subsampled/genotype.raw.vcf.gz
03:45:31.138 INFO  VariantRecalibrator - Done initializing engine
03:45:33.024 INFO  TrainingSet - Found hapmap track: 	Known = false 	Training = true 	Truth = true 	Prior = Q15.0
03:45:33.025 INFO  TrainingSet - Found omni track: 	Known = false 	Training = true 	Truth = true 	Prior = Q12.0
03:45:33.025 INFO  TrainingSet - Found 1000G track: 	Known = false 	Training = true 	Truth = false 	Prior = Q10.0
03:45:33.025 INFO  TrainingSet - Found dbsnp track: 	Known = true 	Training = false 	Truth = false 	Prior = Q7.0
03:45:33.068 WARN  GATKVariantContextUtils - Can't determine output variant file format from output file extension "recal". Defaulting to VCF.
03:45:34.001 INFO  ProgressMeter - Starting traversal
03:45:34.002 INFO  ProgressMeter -        Current Locus  Elapsed Minutes    Variants Processed  Variants/Minute
03:45:44.931 INFO  ProgressMeter -        chr1:10986390              0.2                  9000          49423.4
03:45:56.287 INFO  ProgressMeter -        chr1:19181505              0.4                 17000          45772.8
03:46:08.108 INFO  ProgressMeter -        chr1:23091660              0.6                 21000          36944.7
03:46:18.109 INFO  ProgressMeter -        chr1:29204775              0.7                 25000          34009.0
03:46:36.713 INFO  ProgressMeter -        chr1:33010795              1.0                 28000          26789.6
03:46:50.733 INFO  ProgressMeter -        chr1:35730209              1.3                 30000          23458.9
03:47:00.823 INFO  ProgressMeter -        chr1:63977694              1.4                 51000          35245.3
03:47:10.984 INFO  ProgressMeter -        chr1:72450441              1.6                 58000          35883.3
03:47:22.389 INFO  ProgressMeter -        chr1:78068201              1.8                 63000          34875.4
03:47:34.762 INFO  ProgressMeter -        chr1:82012150              2.0                 67000          33289.2
03:47:47.929 INFO  ProgressMeter -        chr1:84325556              2.2                 69000          30912.4
03:47:59.547 INFO  ProgressMeter -        chr1:86410548              2.4                 71000          29269.5
03:48:09.915 INFO  ProgressMeter -       chr1:115714251              2.6                 97000          37328.7
03:48:20.453 INFO  ProgressMeter -       chr1:155587180              2.8                112000          40372.2
03:48:38.486 INFO  ProgressMeter -       chr1:175003452              3.1                128000          41629.9
03:48:51.242 INFO  ProgressMeter -       chr1:177671232              3.3                130000          39545.9
03:49:01.552 INFO  ProgressMeter -       chr1:191368202              3.5                141000          40761.3
03:49:12.223 INFO  ProgressMeter -       chr1:210075577              3.6                156000          42892.5
03:49:24.128 INFO  ProgressMeter -       chr1:234575817              3.8                177000          46148.8
03:49:34.340 INFO  ProgressMeter -       chr1:236666900              4.0                179000          44687.3
03:49:47.323 INFO  ProgressMeter -       chr1:240804127              4.2                183000          43344.2
03:50:15.385 INFO  ProgressMeter -       chr1:244623171              4.7                187000          39874.5
03:50:25.752 INFO  ProgressMeter -        chr2:26161197              4.9                216000          44421.6
03:50:37.510 INFO  ProgressMeter -        chr2:30646669              5.1                220000          43491.6
03:50:49.174 INFO  ProgressMeter -        chr2:32053448              5.3                221000          42072.4
03:51:00.684 INFO  ProgressMeter -        chr2:34064941              5.4                223000          40957.3
03:51:11.109 INFO  ProgressMeter -        chr2:36665958              5.6                226000          40224.7
03:51:22.837 INFO  ProgressMeter -        chr2:38805561              5.8                228000          39216.4
03:51:34.392 INFO  ProgressMeter -        chr2:41872425              6.0                231000          38458.3
03:51:47.350 INFO  ProgressMeter -        chr2:46881093              6.2                236000          37927.2
03:51:58.511 INFO  ProgressMeter -        chr2:52704591              6.4                241000          37606.4
03:52:10.768 INFO  ProgressMeter -        chr2:60872961              6.6                247000          37352.0
03:52:29.303 INFO  ProgressMeter -        chr2:62519303              6.9                248000          35829.5
03:52:43.969 INFO  ProgressMeter -        chr2:64587703              7.2                249000          34746.9
03:58:37.754 INFO  ProgressMeter -        chr2:65547079             13.1                250000          19138.7
03:58:47.809 INFO  ProgressMeter -        chr2:86760864             13.2                265000          20030.1
03:58:58.013 INFO  ProgressMeter -       chr2:128704032             13.4                298000          22238.5
03:59:12.561 INFO  ProgressMeter -       chr2:129643983             13.6                299000          21916.6
03:59:41.960 INFO  ProgressMeter -       chr2:131331567             14.1                300000          21227.5
04:00:00.738 INFO  ProgressMeter -       chr2:132181248             14.4                301000          20836.8
04:00:12.337 INFO  ProgressMeter -       chr2:138956334             14.6                306000          20903.2
04:00:22.850 INFO  ProgressMeter -       chr2:145301078             14.8                311000          20993.5
04:00:37.636 INFO  ProgressMeter -       chr2:146694113             15.1                312000          20716.4
04:01:13.689 INFO  ProgressMeter -       chr2:148231546             15.7                313000          19985.4
04:01:24.409 INFO  ProgressMeter -       chr2:178035535             15.8                338000          21338.2
04:01:39.539 INFO  ProgressMeter -       chr2:179426862             16.1                339000          21066.0
04:01:53.763 INFO  ProgressMeter -       chr2:180436943             16.3                340000          20821.4
04:02:14.526 INFO  ProgressMeter -       chr2:181385501             16.7                341000          20449.3
