Using GATK jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -Xmx40G -XX:+UseParallelGC -XX:ParallelGCThreads=2 -jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar HaplotypeCaller -R /export/home/andrew/genome/hg38_v0_20231023/Homo_sapiens_assembly38.fasta -I analysis_onelane.sorted.final.bam -L chr17 -O called.chr17.recal.g.vcf.gz -G StandardAnnotation -G StandardHCAnnotation -GQB 10 -GQB 20 -GQB 30 -GQB 40 -GQB 50 -GQB 60 -GQB 70 -GQB 80 -GQB 90 --native-pair-hmm-threads 8 -ERC GVCF
12:04:56.255 WARN  GATKAnnotationPluginDescriptor - Redundant enabled annotation group (StandardAnnotation) is enabled for this tool by default
12:04:56.260 WARN  GATKAnnotationPluginDescriptor - Redundant enabled annotation group (StandardHCAnnotation) is enabled for this tool by default
12:04:56.348 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
12:04:56.808 INFO  HaplotypeCaller - ------------------------------------------------------------
12:04:56.813 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.5.0.0
12:04:56.814 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
12:04:56.814 INFO  HaplotypeCaller - Executing as andrew@compute-0-9 on Linux v5.15.0-75-generic amd64
12:04:56.814 INFO  HaplotypeCaller - Java runtime: OpenJDK 64-Bit Server VM v19.0.2+7-Ubuntu-0ubuntu322.04
12:04:56.814 INFO  HaplotypeCaller - Start Date/Time: May 3, 2024 at 12:04:56 PM UTC
12:04:56.814 INFO  HaplotypeCaller - ------------------------------------------------------------
12:04:56.814 INFO  HaplotypeCaller - ------------------------------------------------------------
12:04:56.815 INFO  HaplotypeCaller - HTSJDK Version: 4.1.0
12:04:56.815 INFO  HaplotypeCaller - Picard Version: 3.1.1
12:04:56.816 INFO  HaplotypeCaller - Built for Spark Version: 3.5.0
12:04:56.816 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
12:04:56.816 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
12:04:56.816 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
12:04:56.817 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
12:04:56.817 INFO  HaplotypeCaller - Deflater: IntelDeflater
12:04:56.817 INFO  HaplotypeCaller - Inflater: IntelInflater
12:04:56.817 INFO  HaplotypeCaller - GCS max retries/reopens: 20
12:04:56.817 INFO  HaplotypeCaller - Requester pays: disabled
12:04:56.818 INFO  HaplotypeCaller - Initializing engine
12:04:57.349 INFO  IntervalArgumentCollection - Processing 83257441 bp from intervals
12:04:57.367 INFO  HaplotypeCaller - Done initializing engine
12:04:57.370 INFO  HaplotypeCallerEngine - Tool is in reference confidence mode and the annotation, the following changes will be made to any specified annotations: 'StrandBiasBySample' will be enabled. 'ChromosomeCounts', 'FisherStrand', 'StrandOddsRatio' and 'QualByDepth' annotations have been disabled
12:04:57.491 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_utils.so
12:04:57.539 INFO  SmithWatermanAligner - AVX accelerated SmithWaterman implementation is not supported, falling back to the Java implementation
12:04:57.544 INFO  HaplotypeCallerEngine - Standard Emitting and Calling confidence set to -0.0 for reference-model confidence output
12:04:57.544 INFO  HaplotypeCallerEngine - All sites annotated with PLs forced to true for reference-model confidence output
12:04:57.557 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
12:04:57.582 INFO  IntelPairHmm - Flush-to-zero (FTZ) is enabled when running PairHMM
12:04:57.583 INFO  IntelPairHmm - Available threads: 10
12:04:57.583 INFO  IntelPairHmm - Requested threads: 8
12:04:57.583 INFO  PairHMM - Using the OpenMP multi-threaded AVX-accelerated native PairHMM implementation
12:04:57.697 INFO  ProgressMeter - Starting traversal
12:04:57.698 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Regions Processed   Regions/Minute
12:05:00.017 WARN  InbreedingCoeff - InbreedingCoeff will not be calculated at position chr17:117366 and possibly subsequent; at least 10 samples must have called genotypes
12:05:00.831 WARN  DepthPerSampleHC - Annotation will not be calculated at position chr17:134527 and possibly subsequent; genotype for sample analysis_onelane is not called
12:05:00.832 WARN  StrandBiasBySample - Annotation will not be calculated at position chr17:134527 and possibly subsequent; genotype for sample analysis_onelane is not called
12:05:11.223 INFO  ProgressMeter -         chr17:243855              0.2                  1300           5767.1
12:05:21.455 INFO  ProgressMeter -         chr17:362461              0.4                  2150           5430.0
12:05:31.492 INFO  ProgressMeter -         chr17:803651              0.6                  5050           8966.1
12:05:41.512 INFO  ProgressMeter -        chr17:1019638              0.7                  6630           9079.3
12:05:51.539 INFO  ProgressMeter -        chr17:1345587              0.9                  8980          10007.2
12:06:01.544 INFO  ProgressMeter -        chr17:1752425              1.1                 11820          11108.0
12:06:11.550 INFO  ProgressMeter -        chr17:2152037              1.2                 14540          11812.8
12:06:21.556 INFO  ProgressMeter -        chr17:2550180              1.4                 17180          12292.2
12:06:31.562 INFO  ProgressMeter -        chr17:2941068              1.6                 19930          12739.7
12:06:41.591 INFO  ProgressMeter -        chr17:3294861              1.7                 22330          12896.0
12:06:52.457 INFO  ProgressMeter -        chr17:3520217              1.9                 23950          12521.9
12:07:02.466 INFO  ProgressMeter -        chr17:3872020              2.1                 26430          12710.0
12:07:12.502 INFO  ProgressMeter -        chr17:4280292              2.2                 29110          12956.6
12:07:22.508 INFO  ProgressMeter -        chr17:4648840              2.4                 31630          13105.4
12:07:32.525 INFO  ProgressMeter -        chr17:4985928              2.6                 34050          13195.4
12:07:42.541 INFO  ProgressMeter -        chr17:5375800              2.7                 36650          13340.0
12:07:52.546 INFO  ProgressMeter -        chr17:5777280              2.9                 39310          13489.4
12:08:02.549 INFO  ProgressMeter -        chr17:6129315              3.1                 41770          13557.9
12:08:12.568 INFO  ProgressMeter -        chr17:6439107              3.2                 43950          13532.1
12:08:22.568 INFO  ProgressMeter -        chr17:6656198              3.4                 45510          13328.5
12:08:32.599 INFO  ProgressMeter -        chr17:7046761              3.6                 48140          13440.6
12:09:02.276 INFO  ProgressMeter -        chr17:7175768              4.1                 49070          12037.9
12:09:12.287 INFO  ProgressMeter -        chr17:7409375              4.2                 50680          11944.0
12:09:22.288 INFO  ProgressMeter -        chr17:7786240              4.4                 53270          12079.8
12:09:32.303 INFO  ProgressMeter -        chr17:8169000              4.6                 55810          12194.2
12:09:42.316 INFO  ProgressMeter -        chr17:8552332              4.7                 58420          12315.5
12:09:52.339 INFO  ProgressMeter -        chr17:8919278              4.9                 60840          12389.3
12:10:03.381 INFO  ProgressMeter -        chr17:9228066              5.1                 62980          12361.8
12:10:13.398 INFO  ProgressMeter -        chr17:9608184              5.3                 65550          12458.0
12:10:23.417 INFO  ProgressMeter -        chr17:9839238              5.4                 67090          12358.5
12:10:33.444 INFO  ProgressMeter -       chr17:10229995              5.6                 69700          12455.9
12:10:43.456 INFO  ProgressMeter -       chr17:10627591              5.8                 72270          12541.1
12:10:53.461 INFO  ProgressMeter -       chr17:10924056              5.9                 74240          12520.7
12:11:03.469 INFO  ProgressMeter -       chr17:11324322              6.1                 76900          12614.5
12:11:13.520 INFO  ProgressMeter -       chr17:11697566              6.3                 79430          12681.0
12:11:23.549 INFO  ProgressMeter -       chr17:12065008              6.4                 81970          12746.4
12:11:33.565 INFO  ProgressMeter -       chr17:12426730              6.6                 84380          12789.1
12:11:43.594 INFO  ProgressMeter -       chr17:12780061              6.8                 86760          12825.0
12:11:53.613 INFO  ProgressMeter -       chr17:13166918              6.9                 89310          12883.9
12:12:03.627 INFO  ProgressMeter -       chr17:13547873              7.1                 91880          12943.0
12:12:13.650 INFO  ProgressMeter -       chr17:13902061              7.3                 94340          12984.0
12:12:23.674 INFO  ProgressMeter -       chr17:14256401              7.4                 96780          13020.4
12:12:33.722 INFO  ProgressMeter -       chr17:14577353              7.6                 99060          13033.5
12:12:43.778 INFO  ProgressMeter -       chr17:14847166              7.8                100980          12999.5
12:12:53.817 INFO  ProgressMeter -       chr17:15237008              7.9                103540          13048.0
12:13:11.183 INFO  ProgressMeter -       chr17:15466003              8.2                105000          12766.4
12:13:21.201 INFO  ProgressMeter -       chr17:15919485              8.4                107920          12860.3
12:13:31.221 INFO  ProgressMeter -       chr17:16415815              8.6                111080          12978.6
12:13:41.245 INFO  ProgressMeter -       chr17:16854161              8.7                113770          13038.4
12:13:51.266 INFO  ProgressMeter -       chr17:17237407              8.9                116310          13079.1
