Using GATK jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -Xmx30G -XX:ParallelGCThreads=4 -jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar GenotypeGVCFs -R /export/home/andrew/genome/hg38_v0_20231023/Homo_sapiens_assembly38.fasta -L chr3 -V called.chr3.recal.g.vcf.gz -O genotype.chr3.vcf.gz
00:32:53.853 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
00:32:54.069 INFO  GenotypeGVCFs - ------------------------------------------------------------
00:32:54.073 INFO  GenotypeGVCFs - The Genome Analysis Toolkit (GATK) v4.5.0.0
00:32:54.073 INFO  GenotypeGVCFs - For support and documentation go to https://software.broadinstitute.org/gatk/
00:32:54.073 INFO  GenotypeGVCFs - Executing as andrew@compute-0-2 on Linux v5.15.0-102-generic amd64
00:32:54.074 INFO  GenotypeGVCFs - Java runtime: OpenJDK 64-Bit Server VM v19.0.2+7-Ubuntu-0ubuntu322.04
00:32:54.074 INFO  GenotypeGVCFs - Start Date/Time: May 4, 2024 at 12:32:53 AM UTC
00:32:54.074 INFO  GenotypeGVCFs - ------------------------------------------------------------
00:32:54.074 INFO  GenotypeGVCFs - ------------------------------------------------------------
00:32:54.076 INFO  GenotypeGVCFs - HTSJDK Version: 4.1.0
00:32:54.076 INFO  GenotypeGVCFs - Picard Version: 3.1.1
00:32:54.076 INFO  GenotypeGVCFs - Built for Spark Version: 3.5.0
00:32:54.077 INFO  GenotypeGVCFs - HTSJDK Defaults.COMPRESSION_LEVEL : 2
00:32:54.077 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
00:32:54.077 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
00:32:54.078 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
00:32:54.078 INFO  GenotypeGVCFs - Deflater: IntelDeflater
00:32:54.078 INFO  GenotypeGVCFs - Inflater: IntelInflater
00:32:54.078 INFO  GenotypeGVCFs - GCS max retries/reopens: 20
00:32:54.078 INFO  GenotypeGVCFs - Requester pays: disabled
00:32:54.080 INFO  GenotypeGVCFs - Initializing engine
00:32:54.624 INFO  FeatureManager - Using codec VCFCodec to read file file:///export/home/andrew/genome/analysis_onelane/called.chr3.recal.g.vcf.gz
00:32:54.920 INFO  IntervalArgumentCollection - Processing 198295559 bp from intervals
00:32:54.986 INFO  GenotypeGVCFs - Done initializing engine
00:32:55.164 INFO  ProgressMeter - Starting traversal
00:32:55.166 INFO  ProgressMeter -        Current Locus  Elapsed Minutes    Variants Processed  Variants/Minute
00:32:55.310 WARN  ReferenceConfidenceVariantContextMerger - Detected invalid annotations: When trying to merge variant contexts at location chr3:10495 the annotation MLEAC=[1, 0] was not a numerical value and was ignored
00:32:55.416 WARN  InbreedingCoeff - InbreedingCoeff will not be calculated at position chr3:10495 and possibly subsequent; at least 10 samples must have called genotypes
00:33:05.188 INFO  ProgressMeter -         chr3:1629277              0.2                198000        1185510.4
00:33:15.204 INFO  ProgressMeter -         chr3:4167600              0.3                581000        1739694.6
00:33:25.221 INFO  ProgressMeter -         chr3:6993804              0.5               1004000        2004325.4
00:33:35.240 INFO  ProgressMeter -         chr3:9964231              0.7               1460000        2185956.0
00:33:45.254 INFO  ProgressMeter -        chr3:13027283              0.8               1924000        2304789.7
00:33:55.265 INFO  ProgressMeter -        chr3:16053499              1.0               2391000        2387061.3
00:34:05.278 INFO  ProgressMeter -        chr3:18904107              1.2               2864000        2450970.6
00:34:15.297 INFO  ProgressMeter -        chr3:22402135              1.3               3340000        2500904.8
00:34:25.306 INFO  ProgressMeter -        chr3:25517594              1.5               3818000        2541380.1
00:34:35.311 INFO  ProgressMeter -        chr3:28790596              1.7               4299000        2575665.3
00:34:45.316 INFO  ProgressMeter -        chr3:31902402              1.8               4784000        2605924.7
00:34:55.315 INFO  ProgressMeter -        chr3:35019544              2.0               5264000        2628736.0
00:35:05.315 INFO  ProgressMeter -        chr3:38498954              2.2               5754000        2652652.0
00:35:15.320 INFO  ProgressMeter -        chr3:41566009              2.3               6236000        2669634.8
00:35:25.321 INFO  ProgressMeter -        chr3:44774893              2.5               6721000        2685624.9
00:35:35.338 INFO  ProgressMeter -        chr3:47752932              2.7               7205000        2698973.6
00:35:45.352 INFO  ProgressMeter -        chr3:50958624              2.8               7704000        2716087.1
00:35:55.369 INFO  ProgressMeter -        chr3:54183793              3.0               8198000        2729603.4
00:36:05.389 INFO  ProgressMeter -        chr3:57360564              3.2               8673000        2735631.3
00:36:15.393 INFO  ProgressMeter -        chr3:60344231              3.3               9149000        2741602.0
00:36:25.392 INFO  ProgressMeter -        chr3:63547614              3.5               9617000        2744760.4
00:36:35.401 INFO  ProgressMeter -        chr3:66951330              3.7              10094000        2749971.6
00:36:45.403 INFO  ProgressMeter -        chr3:70172532              3.8              10568000        2754031.7
00:36:55.408 INFO  ProgressMeter -        chr3:73494666              4.0              11047000        2758968.0
00:37:05.415 INFO  ProgressMeter -        chr3:76617652              4.2              11508000        2759182.9
00:37:15.417 INFO  ProgressMeter -        chr3:80291144              4.3              11987000        2763562.9
00:37:25.434 INFO  ProgressMeter -        chr3:83786334              4.5              12467000        2767697.2
00:37:35.448 INFO  ProgressMeter -        chr3:87374193              4.7              12944000        2770923.6
00:37:45.451 INFO  ProgressMeter -        chr3:91446488              4.8              13416000        2772998.9
00:37:55.465 INFO  ProgressMeter -        chr3:97200346              5.0              13890000        2775243.3
00:38:05.468 INFO  ProgressMeter -       chr3:100436195              5.2              14374000        2779356.9
